100.024              6.853            -10.619
112.131              6.811            -11.734
125.915              6.744            -13.150
141.189              6.662            -14.660
158.511              6.560            -16.303
177.883              6.436            -18.053
199.489              6.278            -19.861
223.890              6.088            -21.822
251.271              5.873            -24.111
281.818              5.610            -26.341
316.277              5.313            -28.478
354.834              4.978            -30.610
398.047              4.555            -33.110
446.662              4.104            -35.255
501.238              3.606            -37.114
562.333              3.075            -38.935
630.878              2.495            -40.661
707.991              1.858            -41.737
794.418              1.207            -42.859
891.276              0.509            -43.540
1000.054             -0.188            -44.037
1122.057             -0.919            -43.870
1258.962             -1.559            -43.505
1412.630             -2.272            -42.372
1584.925             -2.908            -41.273
1778.267             -3.509            -39.822
1995.265             -4.071            -38.042
2238.713             -4.584            -36.095
2511.963             -5.059            -34.069
2818.368             -5.456            -32.148
3162.213             -5.834            -29.865
3548.153             -6.148            -27.905
3981.031             -6.412            -25.521
4466.809             -6.637            -23.812
5011.819             -6.827            -22.238
5623.326             -6.984            -20.211
6309.524             -7.106            -18.293
7079.542             -7.222            -17.250
7943.250             -7.309            -15.899
8912.571             -7.390            -15.058
9999.983             -7.425            -14.041
